(base) robertselwyn:src on main [!?]$ python3 new_cfr_full_range.py 
0
PRINTING HAND INFORMATION
-------- ITER 0 -------
/Users/robertselwyn/Desktop/Stanford/cs/cs238/final_proj/src/new_cfr_full_range.py:34: RuntimeWarning: divide by zero encountered in double_scalars
  display_results(expected_game_value / a, i_map)
player 1 expected value: inf
player 2 expected value: -inf

3s8s rrc ['0.50', '0.50']
3s9c rrb ['0.00', '1.00']
3s9c rrc ['0.50', '0.50']
3s9h rrb ['0.88', '0.12']
3s9h rrc ['0.50', '0.50']
3s9s rrb ['0.95', '0.05']
3s9s rrc ['0.50', '0.50']
3sAc rrb ['0.00', '1.00']
3sAc rrc ['0.50', '0.50']
3sAh rrb ['0.00', '1.00']
3sAh rrc ['0.50', '0.50']
3sAs rrb ['0.00', '1.00']
3sAs rrc ['0.50', '0.50']
3sJc rrb ['0.00', '1.00']
3sJc rrc ['0.50', '0.50']
3sJh rrb ['0.72', '0.28']
3sJh rrc ['0.50', '0.50']
3sJs rrb ['0.86', '0.14']
3sJs rrc ['0.50', '0.50']
3sKc rrb ['0.00', '1.00']
3sKc rrc ['0.50', '0.50']
3sKh rrb ['0.00', '1.00']
3sKh rrc ['0.50', '0.50']
3sKs rrb ['0.00', '1.00']
3sKs rrc ['0.50', '0.50']
3sQc rrb ['0.00', '1.00']
3sQc rrc ['0.50', '0.50']
3sQh rrb ['0.00', '1.00']
3sQh rrc ['0.50', '0.50']
3sQs rrb ['0.00', '1.00']
3sQs rrc ['0.50', '0.50']
3sTc rrb ['0.01', '0.99']
3sTc rrc ['0.50', '0.50']
3sTh rrb ['0.94', '0.06']
3sTh rrc ['0.50', '0.50']
3sTs rrb ['0.88', '0.12']
3sTs rrc ['0.50', '0.50']
4c4d rrb ['0.00', '1.00']
4c4d rrc ['0.50', '0.50']
4c5c rrb ['0.90', '0.10']
4c5c rrc ['0.50', '0.50']
4c5h rrb ['0.91', '0.09']
4c5h rrc ['0.50', '0.50']
4c6c rrb ['0.91', '0.09']
4c6c rrc ['0.50', '0.50']
4c6h rrb ['0.03', '0.97']
4c6h rrc ['0.50', '0.50']
4c7c rrb ['1.00', '0.00']
4c7c rrc ['0.50', '0.50']
4c7h rrb ['0.94', '0.06']
4c7h rrc ['0.50', '0.50']
4c8c rrb ['1.00', '0.00']
4c8c rrc ['0.50', '0.50']
4c8h rrb ['0.91', '0.09']
4c8h rrc ['0.50', '0.50']
4c9c rrb ['1.00', '0.00']
4c9c rrc ['0.50', '0.50']
4c9h rrb ['0.99', '0.01']
4c9h rrc ['0.50', '0.50']
4cAc rrb ['0.96', '0.04']
4cAc rrc ['0.50', '0.50']
4cAh rrb ['0.17', '0.83']
4cAh rrc ['0.50', '0.50']
4cJc rrb ['1.00', '0.00']
4cJc rrc ['0.50', '0.50']
4cJh rrb ['0.97', '0.03']
4cJh rrc ['0.50', '0.50']
4cKc rrb ['0.94', '0.06']
4cKc rrc ['0.50', '0.50']
4cKh rrb ['0.06', '0.94']
4cKh rrc ['0.50', '0.50']
4cQc rrb ['0.43', '0.57']
4cQc rrc ['0.50', '0.50']
4cQh rrb ['0.99', '0.01']
4cQh rrc ['0.50', '0.50']
4cTc rrb ['0.98', '0.02']
4cTc rrc ['0.50', '0.50']
4cTh rrb ['0.54', '0.46']
4cTh rrc ['0.50', '0.50']
4h4c rrb ['0.00', '1.00']
4h4c rrc ['0.50', '0.50']
4h4s rrb ['0.00', '1.00']
4h4s rrc ['0.50', '0.50']
4h5c rrb ['1.00', '0.00']
4h5c rrc ['0.50', '0.50']
4h5h rrb ['0.00', '1.00']
4h5h rrc ['0.50', '0.50']
4h5s rrb ['0.99', '0.01']
4h5s rrc ['0.50', '0.50']
4h6c rrb ['1.00', '0.00']
4h6c rrc ['0.50', '0.50']
4h6h rrb ['0.00', '1.00']
4h6h rrc ['0.50', '0.50']
4h6s rrb ['0.96', '0.04']
4h6s rrc ['0.50', '0.50']
4h7c rrb ['0.98', '0.02']
4h7c rrc ['0.50', '0.50']
4h7h rrb ['0.00', '1.00']
4h7h rrc ['0.50', '0.50']
4h7s rrb ['0.85', '0.15']
4h7s rrc ['0.50', '0.50']
4h8c rrb ['0.95', '0.05']
4h8c rrc ['0.50', '0.50']
4h8h rrb ['0.00', '1.00']
4h8h rrc ['0.50', '0.50']
4h8s rrb ['0.94', '0.06']
4h8s rrc ['0.50', '0.50']
4h9c rrb ['0.88', '0.12']
4h9c rrc ['0.50', '0.50']
4h9h rrb ['0.00', '1.00']
4h9h rrc ['0.50', '0.50']
4h9s rrb ['0.90', '0.10']
4h9s rrc ['0.50', '0.50']
4hAc rrb ['0.45', '0.55']
4hAc rrc ['0.50', '0.50']
4hAh rrb ['0.00', '1.00']
4hAh rrc ['0.50', '0.50']
4hAs rrb ['0.00', '1.00']
4hAs rrc ['0.50', '0.50']
4hJc rrb ['0.65', '0.35']
4hJc rrc ['0.50', '0.50']
4hJh rrb ['0.00', '1.00']
4hJh rrc ['0.50', '0.50']
4hJs rrb ['0.00', '1.00']
4hJs rrc ['0.50', '0.50']
4hKc rrb ['0.32', '0.68']
4hKc rrc ['0.50', '0.50']
4hKh rrb ['0.00', '1.00']
4hKh rrc ['0.50', '0.50']
4hKs rrb ['0.00', '1.00']
4hKs rrc ['0.50', '0.50']
4hQc rrb ['0.53', '0.47']
4hQc rrc ['0.50', '0.50']
4hQh rrb ['0.00', '1.00']
4hQh rrc ['0.50', '0.50']
4hQs rrb ['0.00', '1.00']
4hQs rrc ['0.50', '0.50']
4hTc rrb ['0.96', '0.04']
4hTc rrc ['0.50', '0.50']
4hTh rrb ['0.00', '1.00']
4hTh rrc ['0.50', '0.50']
4hTs rrb ['0.00', '1.00']
4hTs rrc ['0.50', '0.50']
4s4c rrb ['0.00', '1.00']
4s4c rrc ['0.50', '0.50']
4s5c rrb ['0.00', '1.00']
4s5c rrc ['0.50', '0.50']
4s5h rrb ['0.99', '0.01']
4s5h rrc ['0.50', '0.50']
4s5s rrb ['0.94', '0.06']
4s5s rrc ['0.50', '0.50']
4s6c rrb ['0.00', '1.00']
4s6c rrc ['0.50', '0.50']
4s6h rrb ['0.97', '0.03']
4s6h rrc ['0.50', '0.50']
4s6s rrb ['0.83', '0.17']
4s6s rrc ['0.50', '0.50']
4s7c rrb ['0.00', '1.00']
4s7c rrc ['0.50', '0.50']
4s7h rrb ['0.96', '0.04']
4s7h rrc ['0.50', '0.50']
4s7s rrb ['0.95', '0.05']
4s7s rrc ['0.50', '0.50']
4s8c rrb ['0.00', '1.00']
4s8c rrc ['0.50', '0.50']
4s8h rrb ['0.90', '0.10']
4s8h rrc ['0.50', '0.50']
4s8s rrb ['0.93', '0.07']
4s8s rrc ['0.50', '0.50']
4s9c rrb ['0.00', '1.00']
4s9c rrc ['0.50', '0.50']
4s9h rrb ['0.89', '0.11']
4s9h rrc ['0.50', '0.50']
4s9s rrb ['0.93', '0.07']
4s9s rrc ['0.50', '0.50']
4sAc rrb ['0.00', '1.00']
4sAc rrc ['0.50', '0.50']
4sAh rrb ['0.00', '1.00']
4sAh rrc ['0.50', '0.50']
4sAs rrb ['0.00', '1.00']
4sAs rrc ['0.50', '0.50']
4sJc rrb ['0.00', '1.00']
4sJc rrc ['0.50', '0.50']
4sJh rrb ['0.00', '1.00']
4sJh rrc ['0.50', '0.50']
4sJs rrb ['0.00', '1.00']
4sJs rrc ['0.50', '0.50']
4sKc rrb ['0.00', '1.00']
4sKc rrc ['0.50', '0.50']
4sKh rrb ['0.00', '1.00']
4sKh rrc ['0.50', '0.50']
4sKs rrb ['0.00', '1.00']
4sKs rrc ['0.50', '0.50']
4sQc rrb ['0.00', '1.00']
4sQc rrc ['0.50', '0.50']
4sQh rrb ['0.00', '1.00']
4sQh rrc ['0.50', '0.50']
4sQs rrb ['0.00', '1.00']
4sQs rrc ['0.50', '0.50']
4sTc rrb ['0.00', '1.00']
4sTc rrc ['0.50', '0.50']
4sTh rrb ['0.91', '0.09']
4sTh rrc ['0.50', '0.50']
4sTs rrb ['0.94', '0.06']
4sTs rrc ['0.50', '0.50']
5c5d rrb ['0.00', '1.00']
5c5d rrc ['0.50', '0.50']
5c6c rrb ['0.94', '0.06']
5c6c rrc ['0.50', '0.50']
5c6h rrb ['0.54', '0.46']
5c6h rrc ['0.50', '0.50']
5c7c rrb ['0.94', '0.06']
5c7c rrc ['0.50', '0.50']
5c7h rrb ['0.88', '0.12']
5c7h rrc ['0.50', '0.50']
5c8c rrb ['0.92', '0.08']
5c8c rrc ['0.50', '0.50']
5c8h rrb ['0.59', '0.41']
5c8h rrc ['0.50', '0.50']
5c9c rrb ['0.95', '0.05']
5c9c rrc ['0.50', '0.50']
5c9h rrb ['0.18', '0.82']
5c9h rrc ['0.50', '0.50']
5cAc rrb ['0.96', '0.04']
5cAc rrc ['0.50', '0.50']
5cAh rrb ['0.82', '0.18']
5cAh rrc ['0.50', '0.50']
5cJc rrb ['0.96', '0.04']
5cJc rrc ['0.50', '0.50']
5cJh rrb ['0.58', '0.42']
5cJh rrc ['0.50', '0.50']
5cKc rrb ['0.37', '0.63']
5cKc rrc ['0.50', '0.50']
5cKh rrb ['0.84', '0.16']
5cKh rrc ['0.50', '0.50']
5cQc rrb ['0.83', '0.17']
5cQc rrc ['0.50', '0.50']
5cQh rrb ['0.49', '0.51']
5cQh rrc ['0.50', '0.50']
5cTc rrb ['1.00', '0.00']
5cTc rrc ['0.50', '0.50']
5cTh rrb ['0.45', '0.55']
5cTh rrc ['0.50', '0.50']
5h5c rrb ['0.00', '1.00']
5h5c rrc ['0.50', '0.50']
5h5s rrb ['0.00', '1.00']
5h5s rrc ['0.50', '0.50']
5h6c rrb ['0.98', '0.02']
5h6c rrc ['0.50', '0.50']
5h6h rrb ['0.00', '1.00']
5h6h rrc ['0.50', '0.50']
5h6s rrb ['0.03', '0.97']
5h6s rrc ['0.50', '0.50']
5h7c rrb ['0.93', '0.07']
5h7c rrc ['0.50', '0.50']
5h7h rrb ['0.01', '0.99']
5h7h rrc ['0.50', '0.50']
5h7s rrb ['0.00', '1.00']
5h7s rrc ['0.50', '0.50']
5h8c rrb ['0.98', '0.02']
5h8c rrc ['0.50', '0.50']
5h8h rrb ['0.00', '1.00']
5h8h rrc ['0.50', '0.50']
5h8s rrb ['0.46', '0.54']
5h8s rrc ['0.50', '0.50']
5h9c rrb ['0.94', '0.06']
5h9c rrc ['0.50', '0.50']
5h9h rrb ['0.00', '1.00']
5h9h rrc ['0.50', '0.50']
5h9s rrb ['0.30', '0.70']
5h9s rrc ['0.50', '0.50']
5hAc rrb ['0.53', '0.47']
5hAc rrc ['0.50', '0.50']
5hAh rrb ['0.00', '1.00']
5hAh rrc ['0.50', '0.50']
5hAs rrb ['0.00', '1.00']
5hAs rrc ['0.50', '0.50']
5hJc rrb ['0.81', '0.19']
5hJc rrc ['0.50', '0.50']
5hJh rrb ['0.00', '1.00']
5hJh rrc ['0.50', '0.50']
5hJs rrb ['0.00', '1.00']
5hJs rrc ['0.50', '0.50']
5hKc rrb ['0.05', '0.95']
5hKc rrc ['0.50', '0.50']
5hKh rrb ['0.00', '1.00']
5hKh rrc ['0.50', '0.50']
5hKs rrb ['0.00', '1.00']
5hKs rrc ['0.50', '0.50']
5hQc rrb ['0.47', '0.53']
5hQc rrc ['0.50', '0.50']
5hQh rrb ['0.00', '1.00']
5hQh rrc ['0.50', '0.50']
5hQs rrb ['0.00', '1.00']
5hQs rrc ['0.50', '0.50']
5hTc rrb ['1.00', '0.00']
5hTc rrc ['0.50', '0.50']
5hTh rrb ['0.00', '1.00']
5hTh rrc ['0.50', '0.50']
5hTs rrb ['0.00', '1.00']
5hTs rrc ['0.50', '0.50']
5s5c rrb ['0.00', '1.00']
5s5c rrc ['0.50', '0.50']
5s6c rrb ['0.00', '1.00']
5s6c rrc ['0.50', '0.50']
5s6h rrb ['0.94', '0.06']
5s6h rrc ['0.50', '0.50']
5s6s rrb ['0.65', '0.35']
5s6s rrc ['0.50', '0.50']
5s7c rrb ['0.00', '1.00']
5s7c rrc ['0.50', '0.50']
5s7h rrb ['0.96', '0.04']
5s7h rrc ['0.50', '0.50']
5s7s rrb ['0.91', '0.09']
5s7s rrc ['0.50', '0.50']
5s8c rrb ['0.03', '0.97']
5s8c rrc ['0.50', '0.50']
5s8h rrb ['0.95', '0.05']
5s8h rrc ['0.50', '0.50']
5s8s rrb ['0.85', '0.15']
5s8s rrc ['0.50', '0.50']
5s9c rrb ['0.00', '1.00']
5s9c rrc ['0.50', '0.50']
5s9h rrb ['0.87', '0.13']
5s9h rrc ['0.50', '0.50']
5s9s rrb ['0.91', '0.09']
5s9s rrc ['0.50', '0.50']
5sAc rrb ['0.00', '1.00']
5sAc rrc ['0.50', '0.50']
5sAh rrb ['0.00', '1.00']
5sAh rrc ['0.50', '0.50']
5sAs rrb ['0.00', '1.00']
5sAs rrc ['0.50', '0.50']
5sJc rrb ['0.01', '0.99']
5sJc rrc ['0.50', '0.50']
5sJh rrb ['0.54', '0.46']
5sJh rrc ['0.50', '0.50']
5sJs rrb ['0.00', '1.00']
5sJs rrc ['0.50', '0.50']
5sKc rrb ['0.00', '1.00']
5sKc rrc ['0.50', '0.50']
5sKh rrb ['0.00', '1.00']
5sKh rrc ['0.50', '0.50']
5sKs rrb ['0.00', '1.00']
5sKs rrc ['0.50', '0.50']
5sQc rrb ['0.00', '1.00']
5sQc rrc ['0.50', '0.50']
5sQh rrb ['0.00', '1.00']
5sQh rrc ['0.50', '0.50']
5sQs rrb ['0.00', '1.00']
5sQs rrc ['0.50', '0.50']
5sTc rrb ['0.00', '1.00']
5sTc rrc ['0.50', '0.50']
5sTh rrb ['0.81', '0.19']
5sTh rrc ['0.50', '0.50']
5sTs rrb ['0.64', '0.36']
5sTs rrc ['0.50', '0.50']
6c6d rrb ['0.00', '1.00']
6c6d rrc ['0.50', '0.50']
6c7c rrb ['0.75', '0.25']
6c7c rrc ['0.50', '0.50']
6c7h rrb ['0.21', '0.79']
6c7h rrc ['0.50', '0.50']
6c8c rrb ['0.97', '0.03']
6c8c rrc ['0.50', '0.50']
6c8h rrb ['0.99', '0.01']
6c8h rrc ['0.50', '0.50']
6c9c rrb ['0.94', '0.06']
6c9c rrc ['0.50', '0.50']
6c9h rrb ['0.83', '0.17']
6c9h rrc ['0.50', '0.50']
6cAc rrb ['0.57', '0.43']
6cAc rrc ['0.50', '0.50']
6cAh rrb ['0.98', '0.02']
6cAh rrc ['0.50', '0.50']
6cJc rrb ['0.91', '0.09']
6cJc rrc ['0.50', '0.50']
6cJh rrb ['0.35', '0.65']
6cJh rrc ['0.50', '0.50']
6cKc rrb ['1.00', '0.00']
6cKc rrc ['0.50', '0.50']
6cKh rrb ['0.08', '0.92']
6cKh rrc ['0.50', '0.50']
6cQc rrb ['0.98', '0.02']
6cQc rrc ['0.50', '0.50']
6cQh rrb ['0.94', '0.06']
6cQh rrc ['0.50', '0.50']
6cTc rrb ['0.89', '0.11']
6cTc rrc ['0.50', '0.50']
6cTh rrb ['0.59', '0.41']
6cTh rrc ['0.50', '0.50']
6h6c rrb ['0.00', '1.00']
6h6c rrc ['0.50', '0.50']
6h6s rrb ['0.00', '1.00']
6h6s rrc ['0.50', '0.50']
6h7c rrb ['0.93', '0.07']
6h7c rrc ['0.50', '0.50']
6h7h rrb ['0.00', '1.00']
6h7h rrc ['0.50', '0.50']
6h7s rrb ['0.00', '1.00']
6h7s rrc ['0.50', '0.50']
6h8c rrb ['0.91', '0.09']
6h8c rrc ['0.50', '0.50']
6h8h rrb ['0.00', '1.00']
6h8h rrc ['0.50', '0.50']
6h8s rrb ['0.00', '1.00']
6h8s rrc ['0.50', '0.50']
6h9c rrb ['0.89', '0.11']
6h9c rrc ['0.50', '0.50']
6h9h rrb ['0.00', '1.00']
6h9h rrc ['0.50', '0.50']
6h9s rrb ['0.00', '1.00']
6h9s rrc ['0.50', '0.50']
6hAc rrb ['0.16', '0.84']
6hAc rrc ['0.50', '0.50']
6hAh rrb ['0.00', '1.00']
6hAh rrc ['0.50', '0.50']
6hAs rrb ['0.00', '1.00']
6hAs rrc ['0.50', '0.50']
6hJc rrb ['0.00', '1.00']
6hJc rrc ['0.50', '0.50']
6hJh rrb ['0.00', '1.00']
6hJh rrc ['0.50', '0.50']
6hJs rrb ['0.00', '1.00']
6hJs rrc ['0.50', '0.50']
6hKc rrb ['0.00', '1.00']
6hKc rrc ['0.50', '0.50']
6hKh rrb ['0.00', '1.00']
6hKh rrc ['0.50', '0.50']
6hKs rrb ['0.00', '1.00']
6hKs rrc ['0.50', '0.50']
6hQc rrb ['0.00', '1.00']
6hQc rrc ['0.50', '0.50']
6hQh rrb ['0.00', '1.00']
6hQh rrc ['0.50', '0.50']
6hQs rrb ['0.00', '1.00']
6hQs rrc ['0.50', '0.50']
6hTc rrb ['0.95', '0.05']
6hTc rrc ['0.50', '0.50']
6hTh rrb ['0.00', '1.00']
6hTh rrc ['0.50', '0.50']
6hTs rrb ['0.00', '1.00']
6hTs rrc ['0.50', '0.50']
6s6c rrb ['0.00', '1.00']
6s6c rrc ['0.50', '0.50']
6s7c rrb ['0.00', '1.00']
6s7c rrc ['0.50', '0.50']
6s7h rrb ['0.96', '0.04']
6s7h rrc ['0.50', '0.50']
6s7s rrb ['0.76', '0.24']
6s7s rrc ['0.50', '0.50']
6s8c rrb ['0.00', '1.00']
6s8c rrc ['0.50', '0.50']
6s8h rrb ['0.92', '0.08']
6s8h rrc ['0.50', '0.50']
6s8s rrb ['0.53', '0.47']
6s8s rrc ['0.50', '0.50']
6s9c rrb ['0.00', '1.00']
6s9c rrc ['0.50', '0.50']
6s9h rrb ['0.35', '0.65']
6s9h rrc ['0.50', '0.50']
6s9s rrb ['0.00', '1.00']
6s9s rrc ['0.50', '0.50']
6sAc rrb ['0.00', '1.00']
6sAc rrc ['0.50', '0.50']
6sAh rrb ['0.00', '1.00']
6sAh rrc ['0.50', '0.50']
6sAs rrb ['0.00', '1.00']
6sAs rrc ['0.50', '0.50']
6sJc rrb ['0.00', '1.00']
6sJc rrc ['0.50', '0.50']
6sJh rrb ['0.00', '1.00']
6sJh rrc ['0.50', '0.50']
6sJs rrb ['0.00', '1.00']
6sJs rrc ['0.50', '0.50']
6sKc rrb ['0.00', '1.00']
6sKc rrc ['0.50', '0.50']
6sKh rrb ['0.00', '1.00']
6sKh rrc ['0.50', '0.50']
6sKs rrb ['0.00', '1.00']
6sKs rrc ['0.50', '0.50']
6sQc rrb ['0.00', '1.00']
6sQc rrc ['0.50', '0.50']
6sQh rrb ['0.00', '1.00']
6sQh rrc ['0.50', '0.50']
6sQs rrb ['0.00', '1.00']
6sQs rrc ['0.50', '0.50']
6sTc rrb ['0.01', '0.99']
6sTc rrc ['0.50', '0.50']
6sTh rrb ['0.00', '1.00']
6sTh rrc ['0.50', '0.50']
6sTs rrb ['0.00', '1.00']
6sTs rrc ['0.50', '0.50']
7c7d rrb ['0.00', '1.00']
7c7d rrc ['0.50', '0.50']
7c8c rrb ['0.12', '0.88']
7c8c rrc ['0.50', '0.50']
7c8h rrb ['0.81', '0.19']
7c8h rrc ['0.50', '0.50']
7c9c rrb ['0.31', '0.69']
7c9c rrc ['0.50', '0.50']
7c9h rrb ['0.15', '0.85']
7c9h rrc ['0.50', '0.50']
7cAc rrb ['0.50', '0.50']
7cAc rrc ['0.50', '0.50']
7cAh rrb ['0.96', '0.04']
7cAh rrc ['0.50', '0.50']
7cJc rrb ['1.00', '0.00']
7cJc rrc ['0.50', '0.50']
7cJh rrb ['0.81', '0.19']
7cJh rrc ['0.50', '0.50']
7cKc rrb ['0.99', '0.01']
7cKc rrc ['0.50', '0.50']
7cKh rrb ['0.89', '0.11']
7cKh rrc ['0.50', '0.50']
7cQc rrb ['0.99', '0.01']
7cQc rrc ['0.50', '0.50']
7cQh rrb ['0.98', '0.02']
7cQh rrc ['0.50', '0.50']
7cTc rrb ['0.24', '0.76']
7cTc rrc ['0.50', '0.50']
7cTh rrb ['0.86', '0.14']
7cTh rrc ['0.50', '0.50']
7h7c rrb ['0.00', '1.00']
7h7c rrc ['0.50', '0.50']
7h7s rrb ['0.00', '1.00']
7h7s rrc ['0.50', '0.50']
7h8c rrb ['0.85', '0.15']
7h8c rrc ['0.50', '0.50']
7h8h rrb ['0.00', '1.00']
7h8h rrc ['0.50', '0.50']
7h8s rrb ['0.00', '1.00']
7h8s rrc ['0.50', '0.50']
7h9c rrb ['0.80', '0.20']
7h9c rrc ['0.50', '0.50']
7h9h rrb ['0.00', '1.00']
7h9h rrc ['0.50', '0.50']
7h9s rrb ['0.00', '1.00']
7h9s rrc ['0.50', '0.50']
7hAc rrb ['0.00', '1.00']
7hAc rrc ['0.50', '0.50']
7hAh rrb ['0.00', '1.00']
7hAh rrc ['0.50', '0.50']
7hAs rrb ['0.00', '1.00']
7hAs rrc ['0.50', '0.50']
7hJc rrb ['0.02', '0.98']
7hJc rrc ['0.50', '0.50']
7hJh rrb ['0.00', '1.00']
7hJh rrc ['0.50', '0.50']
7hJs rrb ['0.00', '1.00']
7hJs rrc ['0.50', '0.50']
7hKc rrb ['0.01', '0.99']
7hKc rrc ['0.50', '0.50']
7hKh rrb ['0.00', '1.00']
7hKh rrc ['0.50', '0.50']
7hKs rrb ['0.00', '1.00']
7hKs rrc ['0.50', '0.50']
7hQc rrb ['0.01', '0.99']
7hQc rrc ['0.50', '0.50']
7hQh rrb ['0.00', '1.00']
7hQh rrc ['0.50', '0.50']
7hQs rrb ['0.00', '1.00']
7hQs rrc ['0.50', '0.50']
7hTc rrb ['0.75', '0.25']
7hTc rrc ['0.50', '0.50']
7hTh rrb ['0.00', '1.00']
7hTh rrc ['0.50', '0.50']
7hTs rrb ['0.00', '1.00']
7hTs rrc ['0.50', '0.50']
7s7c rrb ['0.00', '1.00']
7s7c rrc ['0.50', '0.50']
7s8c rrb ['0.00', '1.00']
7s8c rrc ['0.50', '0.50']
7s8h rrb ['0.75', '0.25']
7s8h rrc ['0.50', '0.50']
7s8s rrb ['0.10', '0.90']
7s8s rrc ['0.50', '0.50']
7s9c rrb ['0.00', '1.00']
7s9c rrc ['0.50', '0.50']
7s9h rrb ['0.04', '0.96']
7s9h rrc ['0.50', '0.50']
7s9s rrb ['0.00', '1.00']
7s9s rrc ['0.50', '0.50']
7sAc rrb ['0.00', '1.00']
7sAc rrc ['0.50', '0.50']
7sAh rrb ['0.00', '1.00']
7sAh rrc ['0.50', '0.50']
7sAs rrb ['0.00', '1.00']
7sAs rrc ['0.50', '0.50']
7sJc rrb ['0.00', '1.00']
7sJc rrc ['0.50', '0.50']
7sJh rrb ['0.00', '1.00']
7sJh rrc ['0.50', '0.50']
7sJs rrb ['0.00', '1.00']
7sJs rrc ['0.50', '0.50']
7sKc rrb ['0.00', '1.00']
7sKc rrc ['0.50', '0.50']
7sKh rrb ['0.00', '1.00']
7sKh rrc ['0.50', '0.50']
7sKs rrb ['0.00', '1.00']
7sKs rrc ['0.50', '0.50']
7sQc rrb ['0.00', '1.00']
7sQc rrc ['0.50', '0.50']
7sQh rrb ['0.00', '1.00']
7sQh rrc ['0.50', '0.50']
7sQs rrb ['0.00', '1.00']
7sQs rrc ['0.50', '0.50']
7sTc rrb ['0.03', '0.97']
7sTc rrc ['0.50', '0.50']
7sTh rrb ['0.00', '1.00']
7sTh rrc ['0.50', '0.50']
7sTs rrb ['0.01', '0.99']
7sTs rrc ['0.50', '0.50']
8c8d rrb ['0.00', '1.00']
8c8d rrc ['0.50', '0.50']
8c9c rrb ['0.62', '0.38']
8c9c rrc ['0.50', '0.50']
8c9h rrb ['0.38', '0.62']
8c9h rrc ['0.50', '0.50']
8cAc rrb ['0.78', '0.22']
8cAc rrc ['0.50', '0.50']
8cAh rrb ['0.89', '0.11']
8cAh rrc ['0.50', '0.50']
8cJc rrb ['0.48', '0.52']
8cJc rrc ['0.50', '0.50']
8cJh rrb ['0.82', '0.18']
8cJh rrc ['0.50', '0.50']
8cKc rrb ['0.90', '0.10']
8cKc rrc ['0.50', '0.50']
8cKh rrb ['0.98', '0.02']
8cKh rrc ['0.50', '0.50']
8cQc rrb ['0.97', '0.03']
8cQc rrc ['0.50', '0.50']
8cQh rrb ['0.46', '0.54']
8cQh rrc ['0.50', '0.50']
8cTc rrb ['0.41', '0.59']
8cTc rrc ['0.50', '0.50']
8cTh rrb ['0.42', '0.58']
8cTh rrc ['0.50', '0.50']
8h8c rrb ['0.00', '1.00']
8h8c rrc ['0.50', '0.50']
8h8s rrb ['0.00', '1.00']
8h8s rrc ['0.50', '0.50']
8h9c rrb ['0.00', '1.00']
8h9c rrc ['0.50', '0.50']
8h9h rrb ['0.00', '1.00']
8h9h rrc ['0.50', '0.50']
8h9s rrb ['0.00', '1.00']
8h9s rrc ['0.50', '0.50']
8hAc rrb ['0.01', '0.99']
8hAc rrc ['0.50', '0.50']
8hAh rrb ['0.00', '1.00']
8hAh rrc ['0.50', '0.50']
8hAs rrb ['0.00', '1.00']
8hAs rrc ['0.50', '0.50']
8hJc rrb ['0.00', '1.00']
8hJc rrc ['0.50', '0.50']
8hJh rrb ['0.00', '1.00']
8hJh rrc ['0.50', '0.50']
8hJs rrb ['0.00', '1.00']
8hJs rrc ['0.50', '0.50']
8hKc rrb ['0.01', '0.99']
8hKc rrc ['0.50', '0.50']
8hKh rrb ['0.00', '1.00']
8hKh rrc ['0.50', '0.50']
8hKs rrb ['0.00', '1.00']
8hKs rrc ['0.50', '0.50']
8hQc rrb ['0.00', '1.00']
8hQc rrc ['0.50', '0.50']
8hQh rrb ['0.00', '1.00']
8hQh rrc ['0.50', '0.50']
8hQs rrb ['0.00', '1.00']
8hQs rrc ['0.50', '0.50']
8hTc rrb ['0.00', '1.00']
8hTc rrc ['0.50', '0.50']
8hTh rrb ['0.00', '1.00']
8hTh rrc ['0.50', '0.50']
8hTs rrb ['0.00', '1.00']
8hTs rrc ['0.50', '0.50']
8s8c rrb ['0.00', '1.00']
8s8c rrc ['0.50', '0.50']
8s9c rrb ['0.00', '1.00']
8s9c rrc ['0.50', '0.50']
8s9h rrb ['0.00', '1.00']
8s9h rrc ['0.50', '0.50']
8s9s rrb ['0.00', '1.00']
8s9s rrc ['0.50', '0.50']
8sAc rrb ['0.00', '1.00']
8sAc rrc ['0.50', '0.50']
8sAh rrb ['0.00', '1.00']
8sAh rrc ['0.50', '0.50']
8sAs rrb ['0.00', '1.00']
8sAs rrc ['0.50', '0.50']
8sJc rrb ['0.00', '1.00']
8sJc rrc ['0.50', '0.50']
8sJh rrb ['0.00', '1.00']
8sJh rrc ['0.50', '0.50']
8sJs rrb ['0.00', '1.00']
8sJs rrc ['0.50', '0.50']
8sKc rrb ['0.01', '0.99']
8sKc rrc ['0.50', '0.50']
8sKh rrb ['0.00', '1.00']
8sKh rrc ['0.50', '0.50']
8sKs rrb ['0.00', '1.00']
8sKs rrc ['0.50', '0.50']
8sQc rrb ['0.00', '1.00']
8sQc rrc ['0.50', '0.50']
8sQh rrb ['0.00', '1.00']
8sQh rrc ['0.50', '0.50']
8sQs rrb ['0.00', '1.00']
8sQs rrc ['0.50', '0.50']
8sTc rrb ['0.00', '1.00']
8sTc rrc ['0.50', '0.50']
8sTh rrb ['0.00', '1.00']
8sTh rrc ['0.50', '0.50']
8sTs rrb ['0.00', '1.00']
8sTs rrc ['0.50', '0.50']
9c9d rrb ['0.00', '1.00']
9c9d rrc ['0.50', '0.50']
9cAc rrb ['0.71', '0.29']
9cAc rrc ['0.50', '0.50']
9cAh rrb ['0.99', '0.01']
9cAh rrc ['0.50', '0.50']
9cJc rrb ['0.10', '0.90']
9cJc rrc ['0.50', '0.50']
9cJh rrb ['0.04', '0.96']
9cJh rrc ['0.50', '0.50']
